customer,treatment,converted,pageviews,bounce
34930,yes,FALSE,1,TRUE
22331,no,FALSE,1,TRUE
17428,no,FALSE,1,TRUE
70961,no,FALSE,1,TRUE
13641,no,FALSE,1,TRUE
40518,yes,FALSE,1,TRUE
97651,no,FALSE,1,TRUE
33127,yes,FALSE,1,TRUE
20570,yes,FALSE,1,TRUE
39732,yes,FALSE,1,TRUE
97941,no,FALSE,1,TRUE
35684,no,FALSE,1,TRUE
60998,yes,FALSE,1,TRUE
94567,yes,FALSE,1,TRUE
10227,yes,FALSE,1,TRUE
35414,yes,FALSE,1,TRUE
60873,yes,FALSE,1,TRUE
75264,no,FALSE,1,TRUE
40923,no,TRUE,13,FALSE
10528,no,FALSE,1,TRUE
59065,yes,TRUE,15,FALSE
94242,no,FALSE,1,TRUE
33277,yes,FALSE,1,TRUE
20888,yes,FALSE,1,TRUE
17713,yes,FALSE,1,TRUE
63815,yes,FALSE,1,TRUE
94004,no,FALSE,1,TRUE
43832,yes,FALSE,1,TRUE
95540,yes,FALSE,1,TRUE
11673,no,FALSE,1,TRUE
19516,yes,FALSE,1,TRUE
34364,yes,FALSE,1,TRUE
19963,yes,FALSE,1,TRUE
43835,yes,FALSE,1,TRUE
36695,yes,FALSE,1,TRUE
33486,yes,FALSE,1,TRUE
56333,yes,FALSE,1,TRUE
64256,yes,FALSE,1,TRUE
68286,yes,FALSE,1,TRUE
42339,yes,FALSE,1,TRUE
73201,no,FALSE,1,TRUE
64720,yes,FALSE,1,TRUE
55097,yes,FALSE,1,TRUE
73819,yes,TRUE,16,FALSE
98681,no,FALSE,1,TRUE
72300,no,FALSE,1,TRUE
50953,yes,FALSE,1,TRUE
40000,yes,FALSE,1,TRUE
48996,yes,FALSE,1,TRUE
54609,no,FALSE,1,TRUE
63038,no,FALSE,1,TRUE
18868,yes,FALSE,1,TRUE
78519,no,FALSE,1,TRUE
46096,yes,FALSE,1,TRUE
58098,no,FALSE,1,TRUE
59997,no,FALSE,1,TRUE
82175,yes,FALSE,1,TRUE
82760,no,FALSE,1,TRUE
72755,yes,FALSE,1,TRUE
60519,yes,FALSE,1,TRUE
50659,yes,FALSE,1,TRUE
51255,yes,FALSE,1,TRUE
10893,yes,FALSE,1,TRUE
98797,yes,TRUE,13,FALSE
18931,yes,FALSE,1,TRUE
66070,yes,FALSE,1,TRUE
34457,no,FALSE,1,TRUE
46818,no,TRUE,8,FALSE
35693,yes,FALSE,1,TRUE
11037,yes,FALSE,1,TRUE
90510,no,FALSE,1,TRUE
85004,no,FALSE,1,TRUE
66860,yes,TRUE,11,FALSE
16706,no,FALSE,1,TRUE
66230,no,FALSE,1,TRUE
73441,no,FALSE,1,TRUE
85061,no,FALSE,1,TRUE
87135,no,FALSE,1,TRUE
67178,yes,TRUE,10,FALSE
23051,no,FALSE,1,TRUE
42075,no,TRUE,8,FALSE
93457,no,FALSE,1,TRUE
34546,no,FALSE,1,TRUE
62854,yes,FALSE,1,TRUE
61643,yes,FALSE,1,TRUE
95190,yes,FALSE,1,TRUE
47977,no,FALSE,1,TRUE
99056,yes,FALSE,1,TRUE
68254,yes,FALSE,1,TRUE
80375,yes,FALSE,1,TRUE
23378,yes,FALSE,1,TRUE
75462,no,TRUE,9,FALSE
32995,yes,FALSE,1,TRUE
79460,no,FALSE,1,TRUE
14360,no,FALSE,1,TRUE
82069,no,FALSE,1,TRUE
61239,yes,FALSE,1,TRUE
25728,no,FALSE,1,TRUE
87450,no,FALSE,1,TRUE
36171,yes,FALSE,1,TRUE
89105,yes,FALSE,1,TRUE
29869,yes,FALSE,1,TRUE
37859,no,FALSE,1,TRUE
77841,no,FALSE,1,TRUE
38367,no,FALSE,1,TRUE
57997,yes,FALSE,1,TRUE
51085,yes,FALSE,1,TRUE
96104,yes,FALSE,1,TRUE
37455,yes,FALSE,1,TRUE
87435,no,FALSE,1,TRUE
69397,yes,FALSE,1,TRUE
77232,no,FALSE,1,TRUE
77740,no,FALSE,1,TRUE
97189,yes,FALSE,1,TRUE
47118,yes,FALSE,1,TRUE
86874,no,FALSE,1,TRUE
54197,no,FALSE,1,TRUE
97311,no,FALSE,1,TRUE
98564,yes,FALSE,1,TRUE
19475,no,FALSE,1,TRUE
48495,no,TRUE,9,FALSE
99760,no,FALSE,1,TRUE
35947,no,FALSE,1,TRUE
16964,no,FALSE,1,TRUE
33565,yes,FALSE,1,TRUE
90081,no,TRUE,5,FALSE
64219,no,FALSE,1,TRUE
51731,yes,FALSE,1,TRUE
51572,yes,FALSE,1,TRUE
29124,yes,FALSE,1,TRUE
49894,no,FALSE,1,TRUE
37488,yes,TRUE,11,FALSE
42479,yes,FALSE,1,TRUE
44722,yes,FALSE,1,TRUE
86140,no,FALSE,1,TRUE
54797,yes,FALSE,1,TRUE
48025,no,FALSE,1,TRUE
79221,no,FALSE,1,TRUE
34605,yes,FALSE,1,TRUE
37309,yes,FALSE,1,TRUE
88627,no,FALSE,1,TRUE
54135,yes,FALSE,1,TRUE
24402,no,FALSE,1,TRUE
13124,yes,FALSE,1,TRUE
59295,no,FALSE,1,TRUE
94753,no,FALSE,1,TRUE
59285,no,FALSE,1,TRUE
98988,no,FALSE,1,TRUE
97001,yes,FALSE,1,TRUE
37912,no,FALSE,1,TRUE
79830,no,FALSE,1,TRUE
45303,no,FALSE,1,TRUE
37801,yes,FALSE,1,TRUE
31049,yes,FALSE,1,TRUE
27803,yes,FALSE,1,TRUE
30075,no,FALSE,1,TRUE
84269,yes,FALSE,1,TRUE
47136,yes,FALSE,1,TRUE
83039,yes,FALSE,1,TRUE
29466,yes,FALSE,1,TRUE
41086,yes,FALSE,1,TRUE
59712,no,FALSE,1,TRUE
15435,yes,FALSE,1,TRUE
84004,yes,FALSE,1,TRUE
86804,no,FALSE,1,TRUE
82591,yes,FALSE,1,TRUE
68560,no,FALSE,1,TRUE
79391,yes,FALSE,1,TRUE
66312,yes,FALSE,1,TRUE
93846,no,FALSE,1,TRUE
36671,yes,FALSE,1,TRUE
12013,no,TRUE,7,FALSE
44261,yes,FALSE,1,TRUE
43781,yes,FALSE,11,FALSE
51807,no,FALSE,1,TRUE
77993,no,FALSE,1,TRUE
39483,yes,FALSE,1,TRUE
92499,yes,FALSE,1,TRUE
10275,yes,TRUE,19,FALSE
89087,yes,FALSE,1,TRUE
84830,no,FALSE,1,TRUE
19271,yes,FALSE,1,TRUE
59702,no,FALSE,1,TRUE
68285,yes,TRUE,7,FALSE
11265,no,FALSE,1,TRUE
42555,no,FALSE,1,TRUE
42601,yes,FALSE,1,TRUE
57618,yes,FALSE,1,TRUE
58961,no,FALSE,1,TRUE
59090,yes,FALSE,1,TRUE
96216,no,FALSE,1,TRUE
41730,no,FALSE,1,TRUE
93070,no,FALSE,1,TRUE
57529,yes,FALSE,1,TRUE
71300,yes,FALSE,1,TRUE
71555,yes,FALSE,1,TRUE
38417,yes,FALSE,1,TRUE
13975,yes,FALSE,1,TRUE
40780,yes,FALSE,1,TRUE
77499,no,FALSE,1,TRUE
99926,yes,FALSE,1,TRUE
49430,yes,FALSE,1,TRUE
67682,no,FALSE,1,TRUE
46949,no,FALSE,1,TRUE
21293,no,FALSE,1,TRUE
44444,no,FALSE,1,TRUE
72726,no,FALSE,1,TRUE
58103,no,FALSE,1,TRUE
98063,yes,FALSE,1,TRUE
22056,yes,FALSE,1,TRUE
15234,no,FALSE,1,TRUE
63134,no,FALSE,1,TRUE
41845,yes,FALSE,1,TRUE
54764,no,FALSE,1,TRUE
59603,no,FALSE,1,TRUE
31328,no,FALSE,1,TRUE
50558,no,FALSE,1,TRUE
12777,no,FALSE,1,TRUE
74934,no,FALSE,1,TRUE
82662,no,FALSE,1,TRUE
30419,no,FALSE,1,TRUE
69195,no,FALSE,1,TRUE
29810,yes,FALSE,1,TRUE
34367,yes,FALSE,1,TRUE
25479,yes,FALSE,1,TRUE
23501,no,FALSE,1,TRUE
52401,no,FALSE,1,TRUE
39746,no,FALSE,1,TRUE
61730,no,TRUE,11,FALSE
90265,yes,FALSE,1,TRUE
49172,yes,FALSE,1,TRUE
52187,yes,FALSE,1,TRUE
67507,no,FALSE,1,TRUE
41155,yes,FALSE,1,TRUE
49090,no,FALSE,1,TRUE
12209,yes,FALSE,1,TRUE
41881,yes,FALSE,1,TRUE
94077,no,FALSE,1,TRUE
44155,no,FALSE,1,TRUE
66231,no,FALSE,1,TRUE
70161,yes,FALSE,1,TRUE
88491,no,FALSE,1,TRUE
63258,no,FALSE,1,TRUE
85618,yes,TRUE,11,FALSE
48792,yes,FALSE,1,TRUE
35423,no,FALSE,1,TRUE
60739,no,FALSE,1,TRUE
26244,no,FALSE,1,TRUE
58406,no,FALSE,1,TRUE
37160,yes,FALSE,1,TRUE
74068,yes,FALSE,1,TRUE
33170,no,FALSE,1,TRUE
78762,no,FALSE,1,TRUE
64161,no,FALSE,1,TRUE
78661,yes,FALSE,1,TRUE
93553,yes,FALSE,1,TRUE
60406,yes,FALSE,1,TRUE
84931,yes,TRUE,10,FALSE
64554,no,FALSE,1,TRUE
42020,yes,FALSE,1,TRUE
33208,yes,FALSE,1,TRUE
51098,no,FALSE,1,TRUE
41565,no,FALSE,1,TRUE
36734,yes,FALSE,1,TRUE
66184,yes,FALSE,1,TRUE
50876,yes,FALSE,1,TRUE
42218,no,FALSE,1,TRUE
22826,no,TRUE,8,FALSE
85798,yes,FALSE,1,TRUE
96199,yes,FALSE,1,TRUE
75523,no,FALSE,1,TRUE
57301,yes,FALSE,1,TRUE
35895,yes,FALSE,1,TRUE
61927,no,FALSE,1,TRUE
54785,yes,FALSE,1,TRUE
24511,no,FALSE,1,TRUE
29497,no,FALSE,1,TRUE
70964,yes,FALSE,1,TRUE
76136,yes,FALSE,1,TRUE
46790,yes,FALSE,1,TRUE
42355,no,FALSE,1,TRUE
12907,no,FALSE,1,TRUE
70039,no,FALSE,1,TRUE
98672,no,FALSE,1,TRUE
42430,yes,FALSE,1,TRUE
77814,yes,FALSE,1,TRUE
22614,no,FALSE,1,TRUE
84491,yes,FALSE,1,TRUE
92014,yes,FALSE,1,TRUE
50520,yes,FALSE,1,TRUE
66309,no,FALSE,1,TRUE
83199,no,FALSE,1,TRUE
42735,no,FALSE,1,TRUE
90755,yes,TRUE,10,FALSE
54912,yes,FALSE,1,TRUE
37574,no,FALSE,1,TRUE
97003,yes,FALSE,1,TRUE
14475,no,FALSE,1,TRUE
26853,no,FALSE,1,TRUE
60675,no,TRUE,12,FALSE
76962,no,FALSE,1,TRUE
93645,no,FALSE,1,TRUE
11961,no,FALSE,1,TRUE
34199,yes,TRUE,12,FALSE
65431,yes,FALSE,1,TRUE
72842,yes,FALSE,1,TRUE
96561,yes,FALSE,1,TRUE
63455,no,FALSE,1,TRUE
56677,no,FALSE,1,TRUE
72552,yes,FALSE,1,TRUE
83433,yes,FALSE,11,FALSE
43370,yes,FALSE,1,TRUE
47820,yes,FALSE,1,TRUE
21052,yes,FALSE,1,TRUE
42551,yes,TRUE,6,FALSE
96037,no,FALSE,1,TRUE
82926,no,FALSE,1,TRUE
19637,no,FALSE,1,TRUE
23031,no,TRUE,7,FALSE
59273,no,TRUE,9,FALSE
71785,no,FALSE,1,TRUE
31069,no,FALSE,1,TRUE
49254,yes,TRUE,11,FALSE
23195,yes,TRUE,15,FALSE
63457,no,TRUE,5,FALSE
25157,yes,FALSE,1,TRUE
44516,no,FALSE,1,TRUE
95455,no,TRUE,7,FALSE
32997,yes,TRUE,9,FALSE
87583,no,FALSE,1,TRUE
37498,no,FALSE,1,TRUE
28892,no,FALSE,1,TRUE
75446,yes,FALSE,1,TRUE
67007,no,FALSE,1,TRUE
91875,no,FALSE,1,TRUE
99376,no,TRUE,9,FALSE
74051,yes,FALSE,1,TRUE
25513,yes,FALSE,1,TRUE
42663,no,FALSE,1,TRUE
59514,no,FALSE,1,TRUE
14989,yes,FALSE,1,TRUE
94403,yes,FALSE,1,TRUE
35393,yes,FALSE,1,TRUE
36043,no,FALSE,1,TRUE
27281,yes,FALSE,1,TRUE
34059,no,FALSE,1,TRUE
97570,yes,TRUE,15,FALSE
85164,yes,TRUE,9,FALSE
50521,no,FALSE,1,TRUE
72457,no,FALSE,1,TRUE
31055,yes,TRUE,11,FALSE
67942,no,FALSE,1,TRUE
34667,yes,TRUE,14,FALSE
55319,yes,FALSE,1,TRUE
43725,yes,FALSE,1,TRUE
84591,yes,FALSE,1,TRUE
81953,no,FALSE,1,TRUE
45989,no,FALSE,1,TRUE
11092,yes,TRUE,6,FALSE
73637,yes,FALSE,1,TRUE
10125,no,TRUE,13,FALSE
97199,no,FALSE,1,TRUE
89506,no,FALSE,1,TRUE
94605,yes,FALSE,1,TRUE
87538,yes,FALSE,1,TRUE
73896,yes,FALSE,1,TRUE
62624,no,FALSE,1,TRUE
98185,yes,FALSE,1,TRUE
99005,no,FALSE,1,TRUE
25044,no,FALSE,1,TRUE
59198,no,FALSE,1,TRUE
33086,yes,FALSE,1,TRUE
39340,yes,FALSE,1,TRUE
33756,yes,FALSE,1,TRUE
11761,no,FALSE,1,TRUE
52940,no,FALSE,1,TRUE
18867,no,FALSE,1,TRUE
73418,yes,FALSE,1,TRUE
71261,no,FALSE,1,TRUE
73165,yes,FALSE,1,TRUE
93859,yes,FALSE,1,TRUE
84698,yes,FALSE,1,TRUE
88589,no,FALSE,1,TRUE
24246,yes,FALSE,1,TRUE
20507,yes,FALSE,1,TRUE
43664,yes,FALSE,1,TRUE
15312,no,FALSE,1,TRUE
70350,no,FALSE,1,TRUE
69488,no,FALSE,1,TRUE
43309,yes,FALSE,1,TRUE
48206,yes,FALSE,1,TRUE
55019,no,FALSE,1,TRUE
40137,no,FALSE,1,TRUE
90704,yes,FALSE,1,TRUE
83134,yes,FALSE,1,TRUE
26371,yes,FALSE,1,TRUE
57388,yes,TRUE,6,FALSE
72936,yes,FALSE,1,TRUE
31035,yes,FALSE,1,TRUE
10533,yes,FALSE,1,TRUE
41937,yes,FALSE,1,TRUE
80726,no,FALSE,1,TRUE
56069,yes,FALSE,1,TRUE
62971,no,FALSE,1,TRUE
80006,yes,FALSE,1,TRUE
65155,no,FALSE,1,TRUE
76510,yes,TRUE,11,FALSE
51727,yes,FALSE,1,TRUE
37363,yes,FALSE,1,TRUE
11082,no,FALSE,1,TRUE
56472,no,FALSE,1,TRUE
23146,yes,FALSE,1,TRUE
27345,yes,FALSE,1,TRUE
19243,yes,FALSE,1,TRUE
90415,yes,FALSE,1,TRUE
82556,yes,FALSE,1,TRUE
82970,no,TRUE,7,FALSE
63782,no,FALSE,1,TRUE
83214,no,FALSE,1,TRUE
59220,yes,FALSE,1,TRUE
45517,no,FALSE,1,TRUE
51146,no,FALSE,1,TRUE
68252,yes,TRUE,10,FALSE
36533,yes,FALSE,1,TRUE
84997,yes,FALSE,1,TRUE
68073,no,FALSE,1,TRUE
82901,yes,FALSE,1,TRUE
90028,no,FALSE,1,TRUE
63516,no,TRUE,9,FALSE
84517,yes,FALSE,1,TRUE
19017,no,FALSE,1,TRUE
26728,no,FALSE,1,TRUE
90649,no,FALSE,1,TRUE
33082,no,FALSE,1,TRUE
42805,no,FALSE,1,TRUE
87229,yes,FALSE,1,TRUE
13511,yes,TRUE,17,FALSE
78934,yes,FALSE,1,TRUE
18484,yes,TRUE,13,FALSE
48137,yes,FALSE,1,TRUE
71091,yes,FALSE,1,TRUE
10289,yes,FALSE,1,TRUE
72716,no,FALSE,1,TRUE
65703,yes,FALSE,1,TRUE
50263,yes,FALSE,1,TRUE
52871,no,FALSE,1,TRUE
41721,no,FALSE,1,TRUE
24295,no,FALSE,1,TRUE
11842,yes,FALSE,1,TRUE
19598,yes,FALSE,1,TRUE
56420,yes,FALSE,1,TRUE
58842,no,FALSE,1,TRUE
52929,no,TRUE,11,FALSE
48242,yes,FALSE,1,TRUE
89019,no,FALSE,1,TRUE
48561,no,FALSE,1,TRUE
96532,no,FALSE,1,TRUE
33976,no,FALSE,1,TRUE
17063,yes,FALSE,1,TRUE
66818,yes,FALSE,1,TRUE
50385,yes,FALSE,1,TRUE
86056,no,FALSE,1,TRUE
85232,yes,FALSE,1,TRUE
72077,yes,FALSE,1,TRUE
96481,no,FALSE,1,TRUE
11004,yes,FALSE,1,TRUE
38812,yes,FALSE,1,TRUE
57265,yes,FALSE,1,TRUE
38200,no,FALSE,1,TRUE
98333,yes,FALSE,1,TRUE
48603,yes,FALSE,1,TRUE
72876,no,FALSE,1,TRUE
29525,yes,FALSE,1,TRUE
24098,no,FALSE,1,TRUE
68127,no,FALSE,1,TRUE
10098,yes,FALSE,1,TRUE
35225,yes,FALSE,1,TRUE
41918,no,FALSE,1,TRUE
65169,no,FALSE,1,TRUE
59035,yes,FALSE,1,TRUE
62850,no,FALSE,1,TRUE
89149,yes,FALSE,1,TRUE
41468,yes,FALSE,1,TRUE
90837,yes,FALSE,1,TRUE
33293,no,TRUE,11,FALSE
43158,no,FALSE,1,TRUE
62237,yes,TRUE,14,FALSE
40484,yes,TRUE,6,FALSE
95239,yes,FALSE,1,TRUE
68064,no,FALSE,1,TRUE
94673,yes,FALSE,1,TRUE
42562,no,FALSE,1,TRUE
97198,yes,FALSE,1,TRUE
55589,yes,FALSE,1,TRUE
59451,yes,FALSE,1,TRUE
18051,yes,FALSE,1,TRUE
94528,yes,FALSE,1,TRUE
48431,no,FALSE,1,TRUE
40992,no,FALSE,1,TRUE
32430,yes,FALSE,1,TRUE
86520,no,FALSE,1,TRUE
43653,no,FALSE,1,TRUE
38173,yes,FALSE,1,TRUE
91891,no,FALSE,1,TRUE
15389,no,FALSE,1,TRUE
37722,no,FALSE,1,TRUE
93375,no,FALSE,1,TRUE
21605,no,FALSE,1,TRUE
71211,yes,FALSE,1,TRUE
74278,no,FALSE,1,TRUE
35244,no,FALSE,1,TRUE
45862,yes,FALSE,1,TRUE
98199,yes,FALSE,1,TRUE
40616,yes,FALSE,1,TRUE
21217,no,FALSE,1,TRUE
66072,no,FALSE,1,TRUE
38768,yes,TRUE,13,FALSE
59509,yes,FALSE,1,TRUE
96795,no,FALSE,1,TRUE
20912,yes,FALSE,1,TRUE
85417,yes,FALSE,1,TRUE
64190,yes,FALSE,1,TRUE
68752,yes,FALSE,1,TRUE
13579,no,FALSE,1,TRUE
51518,yes,FALSE,1,TRUE
64676,no,FALSE,1,TRUE
47983,no,TRUE,10,FALSE
55850,no,FALSE,1,TRUE
71775,no,FALSE,1,TRUE
82372,yes,FALSE,1,TRUE
63786,no,FALSE,1,TRUE
85852,no,FALSE,1,TRUE
12203,no,TRUE,6,FALSE
90485,no,FALSE,1,TRUE
54393,no,FALSE,1,TRUE
90058,yes,FALSE,1,TRUE
90715,yes,FALSE,1,TRUE
44531,no,FALSE,1,TRUE
53465,yes,FALSE,1,TRUE
85456,no,FALSE,1,TRUE
97083,yes,FALSE,1,TRUE
43733,no,FALSE,1,TRUE
38756,yes,FALSE,1,TRUE
22742,no,FALSE,1,TRUE
33601,no,FALSE,1,TRUE
46933,yes,FALSE,1,TRUE
20910,no,TRUE,9,FALSE
97040,yes,FALSE,1,TRUE
91250,no,FALSE,1,TRUE
33540,no,FALSE,1,TRUE
20055,no,FALSE,1,TRUE
87230,no,FALSE,1,TRUE
90959,yes,FALSE,1,TRUE
53575,no,FALSE,1,TRUE
33184,yes,FALSE,1,TRUE
39299,no,FALSE,1,TRUE
24576,no,FALSE,1,TRUE
51656,yes,FALSE,1,TRUE
35606,yes,FALSE,1,TRUE
16898,no,FALSE,1,TRUE
71219,yes,FALSE,1,TRUE
15568,yes,FALSE,1,TRUE
52792,yes,FALSE,1,TRUE
99816,no,FALSE,1,TRUE
11791,yes,FALSE,1,TRUE
94031,no,FALSE,1,TRUE
55480,yes,FALSE,1,TRUE
96611,yes,FALSE,1,TRUE
49676,yes,FALSE,1,TRUE
45338,yes,FALSE,1,TRUE
73477,yes,TRUE,13,FALSE
36801,no,FALSE,1,TRUE
20830,yes,FALSE,1,TRUE
56442,yes,FALSE,1,TRUE
90419,no,FALSE,1,TRUE
91481,no,FALSE,1,TRUE
18698,yes,FALSE,1,TRUE
87167,yes,TRUE,12,FALSE
50301,no,FALSE,1,TRUE
21803,no,FALSE,1,TRUE
91123,no,FALSE,1,TRUE
39149,yes,FALSE,1,TRUE
65028,yes,FALSE,1,TRUE
30038,yes,FALSE,1,TRUE
63632,yes,FALSE,1,TRUE
62807,yes,FALSE,1,TRUE
27574,no,FALSE,1,TRUE
42053,yes,FALSE,1,TRUE
37592,yes,FALSE,1,TRUE
92438,no,FALSE,1,TRUE
64842,yes,FALSE,1,TRUE
50388,no,TRUE,6,FALSE
32505,no,FALSE,16,FALSE
49915,yes,FALSE,1,TRUE
36385,yes,TRUE,7,FALSE
91118,yes,FALSE,1,TRUE
58465,no,FALSE,1,TRUE
27586,yes,FALSE,1,TRUE
98044,yes,TRUE,8,FALSE
75563,no,FALSE,1,TRUE
65833,yes,FALSE,1,TRUE
37881,no,FALSE,1,TRUE
44122,no,FALSE,1,TRUE
54845,no,FALSE,9,FALSE
10844,no,FALSE,1,TRUE
90500,yes,FALSE,1,TRUE
46655,no,FALSE,1,TRUE
65597,yes,FALSE,1,TRUE
26872,no,FALSE,1,TRUE
82397,no,FALSE,1,TRUE
85494,yes,FALSE,1,TRUE
83561,yes,FALSE,1,TRUE
91932,yes,FALSE,1,TRUE
17812,yes,FALSE,1,TRUE
47671,no,FALSE,1,TRUE
68321,no,FALSE,1,TRUE
50937,yes,TRUE,7,FALSE
94867,no,FALSE,1,TRUE
49908,yes,FALSE,1,TRUE
23198,no,FALSE,1,TRUE
78643,no,FALSE,1,TRUE
19567,yes,FALSE,1,TRUE
14585,yes,FALSE,1,TRUE
53245,yes,FALSE,1,TRUE
33524,no,FALSE,1,TRUE
95945,no,FALSE,1,TRUE
10118,no,FALSE,1,TRUE
11729,no,FALSE,1,TRUE
65366,no,FALSE,1,TRUE
19641,no,FALSE,1,TRUE
54181,yes,TRUE,10,FALSE
69176,no,FALSE,1,TRUE
13646,no,FALSE,1,TRUE
21995,yes,TRUE,11,FALSE
87518,no,FALSE,1,TRUE
43496,no,FALSE,1,TRUE
96128,yes,FALSE,1,TRUE
84225,yes,FALSE,1,TRUE
41878,yes,FALSE,1,TRUE
31935,yes,FALSE,1,TRUE
51199,yes,FALSE,1,TRUE
34122,yes,FALSE,1,TRUE
73097,no,FALSE,1,TRUE
73590,yes,FALSE,1,TRUE
74770,no,FALSE,1,TRUE
20615,yes,FALSE,1,TRUE
26368,yes,FALSE,1,TRUE
74595,yes,FALSE,1,TRUE
70904,yes,FALSE,1,TRUE
18450,yes,FALSE,1,TRUE
73127,no,FALSE,1,TRUE
48056,no,FALSE,1,TRUE
74907,yes,TRUE,10,FALSE
58825,no,FALSE,1,TRUE
98164,yes,FALSE,1,TRUE
91408,yes,FALSE,1,TRUE
68822,yes,FALSE,1,TRUE
82377,yes,FALSE,1,TRUE
50120,yes,FALSE,1,TRUE
63415,no,TRUE,11,FALSE
65239,no,FALSE,1,TRUE
12538,no,FALSE,1,TRUE
72017,no,FALSE,1,TRUE
18888,no,FALSE,1,TRUE
76109,no,FALSE,1,TRUE
46427,no,FALSE,1,TRUE
67694,no,FALSE,1,TRUE
26791,no,FALSE,1,TRUE
97226,no,FALSE,1,TRUE
27996,no,FALSE,1,TRUE
56510,yes,FALSE,1,TRUE
24312,yes,TRUE,15,FALSE
86904,yes,FALSE,1,TRUE
30052,no,TRUE,6,FALSE
80467,no,FALSE,1,TRUE
54016,yes,TRUE,10,FALSE
25632,no,FALSE,1,TRUE
79197,yes,FALSE,1,TRUE
11593,yes,TRUE,8,FALSE
49001,no,FALSE,1,TRUE
39431,no,FALSE,1,TRUE
12881,no,FALSE,1,TRUE
87355,yes,FALSE,1,TRUE
18213,yes,TRUE,7,FALSE
88185,no,FALSE,1,TRUE
45493,yes,FALSE,1,TRUE
51889,yes,FALSE,1,TRUE
67683,no,FALSE,1,TRUE
36960,no,FALSE,1,TRUE
30994,no,FALSE,1,TRUE
10316,yes,FALSE,1,TRUE
90142,no,FALSE,1,TRUE
76639,yes,FALSE,1,TRUE
36163,yes,FALSE,1,TRUE
25968,yes,FALSE,1,TRUE
29557,yes,FALSE,1,TRUE
33203,yes,FALSE,1,TRUE
85412,no,FALSE,1,TRUE
14175,no,FALSE,1,TRUE
65920,yes,FALSE,1,TRUE
87748,yes,FALSE,1,TRUE
20854,no,TRUE,6,FALSE
82731,no,TRUE,8,FALSE
91510,yes,FALSE,1,TRUE
24600,no,FALSE,1,TRUE
60682,yes,FALSE,1,TRUE
19229,yes,FALSE,1,TRUE
72276,no,FALSE,1,TRUE
41127,yes,FALSE,1,TRUE
68879,yes,FALSE,1,TRUE
22928,no,FALSE,1,TRUE
85881,yes,FALSE,1,TRUE
67899,no,FALSE,1,TRUE
20977,yes,FALSE,1,TRUE
84936,no,FALSE,1,TRUE
29676,yes,FALSE,1,TRUE
10054,yes,FALSE,1,TRUE
37220,no,FALSE,1,TRUE
18383,yes,FALSE,1,TRUE
99256,yes,FALSE,1,TRUE
92268,no,FALSE,1,TRUE
68223,yes,FALSE,1,TRUE
17171,yes,FALSE,1,TRUE
45011,no,FALSE,1,TRUE
